id,khasi,english,part_of_speech,notes,page
603,Kem,tending to; showing signs of,Verb,"e.g. kem-synrai, kem-tlang",
604,Kem-bikar,to impress coolies; to arrest indiscriminately,Verb,,
605,Kem-ka-lar,broken egg-shells lying beside the central shell in a poojah,Noun,Ritual term,
606,Kem-khap,kimkhap cloth,Noun,,
607,Kem-ksuid,to be affected by evil spirits,Verb,,
608,Kem-ktien,to interrupt; to rejoin,Verb,,
609,Kem-iong-rein,dusk,Noun,,
610,Kem-pang,to become ill,Verb,,
611,Kem-puri,to become ill through the influence of a fairy,Verb,,
612,Ker,to surround; to enclose,Verb,,
613,Ker-kut,to surround completely; to erect a fort or stockade,Verb,,
614,Ker-dam,to hedge round leaving no opening,Verb,,
615,Kew,wheat,Noun,,
616,Kew,husband's sister or brother's wife (vocative),Noun,,
617,Kha,to give birth,Verb,,
618,Kha,relation on the father's side,Noun,,
619,'Kha,paternal aunt (form of address),Noun,,
620,'Kha,fish (abbreviation of doh-kha),Noun,,
621,Khabniang,pipe-fish,Noun,,
622,Khabysein,small eel,Noun,,
623,Khak,tightly; firmly,Adverb,,
624,Kha-ki-man,neighbours not belonging to one's clan,Noun,,
625,Khad,to shovel,Verb,,
626,Khad,to perform a sacrifice for repelling an evil spirit,Verb,,
627,Khad-ar,twelve,Numeral,,
630,Khad-ar-kur,the twelve electoral clans of the Cherra State,Noun,,
631,Kha-dki,preserved fried fish kept in closed jars,Noun,,
632,Khadduh,lastly,Adverb,,
633,Khadduh,youngest; last,Adjective,,
634,Khad-ei,but; I see (digressive expression),Adverb,,
635,Khad-ja,to serve out boiled rice,Verb,,
636,Khadlai,thirteen,Numeral,,
637,Khad-tyr-ut,"to drive away the evil spirit ""Tyr-ut"" by sacrifice; to shun; to dislike",Verb,,
638,Khadu,bracelet,Noun,,
639,Khang,to shut,Verb,,
640,Khang,to hinder,Verb,,
641,Khang,to forbid,Verb,,
642,Khang,to prohibit,Verb,,
643,'Khang,fern,Noun,Abbrev. of tyrkhang,
644,Khangai,yolk of an egg,Noun,,
645,Khangkdong,to corner; to surround,Verb,,
646,Khangkhñi,to scan; to scrutinize; to keep an eye on,Verb,,
647,Khangkhnam,to prevent an arrow from hitting the target by invoking deities,Verb,Archery term,
648,'Khangksiar,golden fern,Noun,,
649,'Khangnar,tree fern,Noun,,
650,Kbah,reed,Noun,,
651,Kbah,close; thickly set,Adjective,,
652,Kbah,"tainted with blood, dust, etc.",Adjective,,
653,Kbah,very often,Adverb,,
654,Khai,to pluck with the nail,Verb,,
655,Kha-ñi,to trade; to buy and sell,Verb,,
656,Khain,rough; coarse,Adjective,,
657,Khain,stunted,Adjective,,
658,Khainshi,scissors,Noun,,
659,Khainshi,truss,Noun,,
661,Khdit,ringworm,Noun,Disease,
662,Khdit,equal; match ending in a draw,Adjective,,
663,Khait,entirely; at once,Adverb,,
664,Khait-khait,very poor,Adjective,,
665,Khait-khait,leaving no margin,Adjective,,
666,Kham,to close the fist,Verb,,
667,Kham,more; comparative degree (-er),Adjective,,
668,Khamakha,without reason; for nothing,Adverb,,
669,Khambynriew,better off,Adjective,,
670,Kham katto-katne,"considerable (number, quantity, time)",Adjective,,
671,Kham-kynrei,more abundant,Adjective,,
672,Khamtam,more especially,Adverb,,
673,Khamti,measurement from the elbow to the end of the little finger (about 13 inches),Noun,Traditional measure,
674,Kha-mukur,small fish,Noun,,
675,Khan,to think out,Verb,,
676,Khan,"to consult spirits by means of an egg, rice, stone, etc.",Verb,Divination,
677,Khanasamari,house-tax list; census,Noun,,
678,Khanatang,to relate one's personal experiences; to recount; to rehearse,Verb,,
679,Khan-ktem,to divine the track of hunted game,Verb,,
680,Khania,stingy; unwilling to pay debts,Adjective,,
681,Khanpylleng,to divine by breaking an egg with a grain of rice,Verb,,
682,Khanryntieh,to divine by the swing of a bow,Verb,,
683,Khan-shanam,to divine by the swing of the lime-case,Verb,,
684,Khajanshi,treasurer,Noun,,
685,Khala-khala,immediately; at once,Adverb,,
686,Khalah,to throw up with a shovel,Verb,,
687,Khalai,to gamble; to play,Verb,,
688,Khalai-wait,to display skill in sword-wielding,Verb,,
689,Khalas,to let loose; to dismiss; to be discharged,Verb,,
690,Khalasi,"coolies sent to a distance, especially for expeditions",Noun,,
691,Khalki,window,Noun,,
692,Khalek,to dance round a group of dancing maidens (men only),Verb,,
693,Khali,vacant,Adjective,,
694,Khalisha,carpet,Noun,,
695,Khalor,to give birth prematurely; to have an abortion,Verb,,
696,Kham,to close the fist,Verb,,
697,Kham,more; comparative degree (-er),Adjective,,
698,Khamakha,without reason; for nothing,Adverb,,
699,Khambynriew,better off,Adjective,,
700,Kham katto-katne,"considerable (number, quantity, time)",Adjective,,
701,Kham-kynrei,more abundant,Adjective,,
702,Khamtam,more especially,Adverb,,
703,Khamti,traditional measurement from the elbow to the tip of the little finger (about 13 inches),Noun,Traditional measure,
704,Kha-mukur,small fish,Noun,,
705,Khan,to think out,Verb,,
706,Khan,"to consult the spirits by means of an egg, rice, stone, etc.",Verb,Divination,
707,Khanasamari,house-tax list; census,Noun,,
708,Khanatang,to relate one's personal experiences; to recount; to rehearse,Verb,,
709,Khan-ktem,to divine the track of hunted game,Verb,,
710,Khania,stingy; hard to pay one's dues,Adjective,,
711,Khanpylleng,to divine by breaking an egg with a grain of rice,Verb,,
712,Khanryntieh,to divine by the swing of a bow,Verb,,
713,Khan-shanam,to divine by the swing of the lime-case,Verb,,
714,Khajanshi,treasurer,Noun,,
715,Khala-khala,immediately; at once,Adverb,,
716,Khalah,to throw up with a shovel,Verb,,
717,Khalai,to gamble; to play; to throw the dice,Verb,,
718,Khalai-wait,to display one's skill in wielding a sword,Verb,,
719,Khalas,to let loose; to dismiss; to get discharged,Verb,,
720,Khalasi,"coolies sent to a distance, especially for expeditions",Noun,,
721,Khalki,window,Noun,,
722,Khalek,to dance round a group of dancing maidens (by men only),Verb,,
723,Khali,vacant,Adjective,,
724,Khalisha,carpet,Noun,,
725,Khalor,to give birth prematurely; to have an abortion,Verb,,
726,Kham,to close the fist,Verb,,
727,Kham,more; comparative degree corresponding to English “-er”,Adjective,,
728,Khamakha,without reason; for nothing,Adverb,,
729,Khambynriew,better off,Adjective,,
730,Kham katto-katne,"considerable (number, quantity, time)",Adjective,,
731,Kham-kynrei,more abundant,Adjective,,
732,Khamtam,more especially,Adverb,,
733,Khamti,measurement from the elbow to the end of the little finger of the closed hand (about 13 inches),Noun,Traditional measure,
734,Kha-mukur,small fish,Noun,,
735,Khan,to think out,Verb,,
736,Khan,"to consult spirits by means of an egg, rice, stone, etc.",Verb,Divination,
737,Khanasamari,house-tax list; census,Noun,,
738,Khanatang,to relate one's personal experiences; to recount; to rehearse,Verb,,
739,Khan-ktem,to divine the track of hunted game,Verb,,
740,Khania,stingy; hard to pay one's dues,Adjective,,
741,Khanpylleng,to divine by breaking an egg with a grain of rice,Verb,,
742,Khanryntieh,to divine by the swing of a bow,Verb,,
743,Khan-shanam,to divine by the swing of the lime-case,Verb,,
744,Khajanshi,treasurer,Noun,,
745,Khala-khala,immediately; at once,Adverb,,
746,Khalah,to throw up as with a shovel,Verb,,
747,Khalai,to gamble; to play,Verb,,
748,Khalai-wait,to display one's skill in wielding a sword,Verb,,
749,Khalas,to let loose; to dismiss; to get discharged,Verb,,
750,Khalasi,"coolies sent to a distance, especially for expeditions",Noun,,
751,Khalki,window,Noun,,
752,Khalek,to dance round and round a group of dancing maidens (by men only),Verb,,
753,Khali,vacant,Adjective,,
754,Khalisha,carpet,Noun,,
755,Khalor,to give birth prematurely; to have an abortion,Verb,,
756,Kham,to close the fist,Verb,,
757,Kham,more; comparative degree corresponding to English “-er”,Adjective,,
758,Khamakha,without reason; for nothing,Adverb,,
759,Khambynriew,better off,Adjective,,
760,Kham katto-katne,"considerable (number, quantity, time)",Adjective,,
761,Kham-kynrei,more abundant,Adjective,,
762,Khamtam,more especially,Adverb,,
763,Khamti,measurement from the elbow to the end of the little finger of the closed hand (about 13 inches),Noun,Traditional measure,
764,Kha-mukur,small fish,Noun,,
765,Khan,to think out,Verb,,
766,Khan,"to consult the spirits by means of an egg, rice, stone, etc.",Verb,Divination,
767,Khanasamari,house-tax list; census,Noun,,
768,Khanatang,to relate one's personal experiences; to recount; to rehearse,Verb,,
769,Khan-ktem,to divine the track of hunted game,Verb,,
770,Khania,stingy; hard to pay off one's dues,Adjective,,
771,Khanpylleug,to divine by breaking an egg with a grain of rice,Verb,,
772,Khanryntieh,to divine by the swing of a bow,Verb,,
773,Khan-shanam,to divine by the swing of the lime-case,Verb,,
774,Khap,to cover; to shut over,Verb,,
775,Khap,to match; to fit,Verb,,
776,Khap,cover; lid,Noun,,
777,Khap-burom,to receive respectfully,Verb,,
778,Khap-bri,to fence a field,Verb,,
779,Khap-ktien,to interrupt another while speaking,Verb,,
780,Khap-lieh,to cover completely,Verb,,
781,Khap-mat,to shut the eyes,Verb,,
782,Khap-ngiah,to take a short sleep; to doze,Verb,,
783,Khap-shyntur,to shut the mouth; to keep silent,Verb,,
784,Khar,lime,Noun,,
785,Khar,foreigner; non-Khasi,Noun,,
786,Kharai,earthen pot,Noun,,
787,Kharoi,basket,Noun,,
788,Khat,but,Conjunction,,
789,Khat,to drive away evil spirits by divination,Verb,,
790,Khat-ei,but; however,Conjunction,,
791,Khat-um,to massage using water and oil,Verb,,
792,Kha-u-man,relation by marriage,Noun,,
793,Khaw,rice (unboiled); unhusked rice,Noun,,
794,Khawa,to ferry across,Verb,,
795,Khawai,to feast; to entertain,Verb,,
796,Khawait (Khwait),to paddle while swimming,Verb,,
797,Khaw-khaw-daw-daw,penniless; very poor,Adjective,,
798,Khawduh,to outcast,Verb,,
799,Khaw-eit,to be afraid of,Verb,,
800,Khaw-iang,plant used in fermentation,Noun,,
801,Khaw-iang,fermented liquor,Noun,,
802,Khawiah,to reach and pull an object with a long stick,Verb,,
803,Khawoh,to bale out water; to drag down with a hooked instrument,Verb,,
804,Khawoit,to beckon with the hand; to paddle,Verb,,
805,Khaw-ot,improperly boiled rice,Noun,,
806,Khow,to call; to summon,Verb,,
807,Khow,invitation,Noun,,
808,Khow-ai,to invite to eat,Verb,,
809,Khow-bam,feast invitation,Noun,,
810,Khow-briew,to assemble people,Verb,,
811,Khow-iarap,to call for help,Verb,,
812,Khow-kur,to summon members of the clan,Verb,,
813,Khow-shnong,to call a village meeting,Verb,,
814,Khri,thorn,Noun,,
815,Khriat,fever,Noun,,
816,Khriat,hot,Adjective,,
817,Khring,to bind tightly,Verb,,
818,Khrit,to cut off,Verb,,
819,Khrong,tax; toll,Noun,,
820,Khrong,to collect tax,Verb,,
821,Khrui,stream,Noun,,
822,Khrum,to gather together,Verb,,
823,Khrung,box; chest,Noun,,
824,Khrung-ksiar,treasure chest,Noun,,
825,Khrung-tyngka,money chest,Noun,,
826,Khublei,blessing,Noun,,
827,Khublei,thanks; gratitude,Noun,,
828,Khublei,thank you; greetings,Interjection,,
829,Khuid,clean,Adjective,,
830,Khuid,holy; pure,Adjective,,
831,Khuid,to cleanse,Verb,,
832,Khulom,complete destruction,Noun,,
833,Khun,child,Noun,,
834,Khun kynthei,daughter,Noun,,
835,Khun shynrang,son,Noun,,
836,Khunlung,infant,Noun,,
837,Khun paidbah,children in general,Noun,,
838,Khun shnong,native-born villager,Noun,,
839,Khuslai,anxiety,Noun,,
840,Khuslai,anxious; worried,Adjective,,
841,Khuslai,to worry,Verb,,
842,Khusnam,honour,Noun,,
843,Khusnam,reward; prize,Noun,,
844,Khyrdop,gate,Noun,,
845,Khyrdop shnong,village gate,Noun,,
806,Khaw-pet,"rice purchased with money, as distinguished from field-grown rice",Noun,,
807,Khawpud,cowardly; timid,Adjective,,
808,Khawpyrsit,fine particles of rice left after crushing and sifting; broken rice,Noun,,
809,Khaw-rneng,rice carried for use on a journey,Noun,,
810,Khawshira,parched rice,Noun,Hindi loanword,
811,Khawtyndep,yellowish rice believed to stupefy people when thrown by Nongshohnoh or Thlen keepers,Noun,Traditional belief,
812,Khek,abruptly; suddenly,Adverb,,
813,Khengkheng,resistingly; stubbornly,Adverb,,
814,Khein,to break,Verb,,
815,Khein,to reckon,Verb,,
816,Khein,to value,Verb,,
817,Khein,to have regard for,Verb,,
818,Khein,to care for,Verb,,
819,Khein-ba'n khai,to propitiate evil spirits,Verb,,
820,Khein-briew,to have regard for a person,Verb,,
821,Khein-burom,to be dishonoured; to be put to shame,Verb,,
822,Khein-kor,to value highly; to prize; to esteem,Verb,,
823,Kheinksuid,to discover by divination the evil spirit causing disease or misfortune and remove it by propitiation,Verb,Traditional belief,
824,Khein-kylluid,to make a liberal estimate of,Verb,,
825,Khein-dewthala,to reckon as worthless,Verb,,
826,Khein-doh-ksew,to become obstinate; to become desperate,Verb,,
827,Khein-dohiap,to become desperate,Verb,,
828,Khein-duh,to become reckless; to give oneself up as lost,Verb,,
829,Khein-poh,to undervalue; to underrate; to look down upon,Verb,,
830,Khein-shai,to give an account of expenditure; to take into consideration,Verb,,
831,Khein-snep,to care for (used with negative expressions),Verb,,
832,Kheit,to pluck,Verb,,
833,Kheit,to gather,Verb,,
834,Khejur,date (fruit),Noun,Bengali loanword,
835,Khi,to arise; to get up,Verb,,
836,Khie,to rise; to stand up,Verb,,
837,Khie,to awake,Verb,,
838,Khie-bit,to rise in good health,Verb,,
839,Khie-im,to revive; to come to life again,Verb,,
840,Khie-krad,to rise suddenly,Verb,,
841,Khie-lait,to recover from illness,Verb,,
842,Khie-noh,to get up at once,Verb,,
843,Khih,to move,Verb,,
844,Khih,to shake,Verb,,
845,Khihwin,earthquake,Noun,,
846,Khim,to seize,Verb,,
847,Khim,to catch,Verb,,
848,Khim-dien,to pursue and seize,Verb,,
849,Khin,to be small; little,Adjective,,
850,Khin-khin,very small,Adjective,,
851,Khip,to shut tightly,Verb,,
852,Khip,to close,Verb,,
853,Khir,basket,Noun,,
854,Khit,to pinch,Verb,,
855,Khit,to squeeze,Verb,,
856,Khit-khit,tightly; closely,Adverb,,
857,Khlai,tiger,Noun,,
858,Khlam,pestilence,Noun,,
859,Khlam,epidemic disease,Noun,,
860,Khlaw,forest,Noun,,
861,Khlaw,jungle,Noun,,
862,Khlieh,head,Noun,,
863,Khlieh shnong,village headman,Noun,,
864,Khlieh briew,chief; leader,Noun,,
865,Khlieh-doh,skull,Noun,,
866,Khlieng,boat,Noun,,
867,Khlieng liengsuiñ,steamboat,Noun,,
868,Khlit,exhausted,Adjective,,
869,Khluid,hot,Adjective,,
870,Khluid,warm,Adjective,,
871,Khlur,star,Noun,,
872,Khnang,thin; lean,Adjective,,
873,Khnat,hand,Noun,,
874,Khniang,insect,Noun,,
875,Khniang,worm,Noun,,
876,Khniang,eruptions,Noun,Secondary meaning,
877,Khniang,parasite,Noun,Secondary meaning,
878,Khniot,to squeeze,Verb,,
879,Khniot,to gripe,Verb,,
880,Khniot,to rape,Verb,,
881,Khnium,to grumble,Verb,,
882,Khnium,to murmur,Verb,,
883,Khnium,to mumble,Verb,,
884,Khnok-khnok,to walk limpingly,Adverb,,
885,Khnong,beam supporting the planks of a floor,Noun,,
886,Khnoit-khnoit,slowly,Adverb,,
887,Khong,resembling,Adjective,,
888,Khong,taking the likeness of,Adjective,,
889,Khongkhong,irritable,Adjective,,
890,Khongkhong,hot-tempered,Adjective,,
891,Khongdong,turn,Noun,,
892,Khongdong,corner,Noun,,
893,Khongdong,zigzag,Adjective,,
894,Khongdong-jat,heel,Noun,,
895,Khong-ieng,to open by means of a lever,Verb,,
896,Khongpong,contrariwise,Adverb,,
897,Khongpong,topsy-turvy,Adverb,,
898,Khongpong,bundle containing sixty pan leaves,Noun,,
899,Khong-shi,twenty pan leaves,Noun,,
900,Khongtoi,buttock,Noun,,
901,Khongweng,like part of the circumference,Adjective,,
902,Khoh,conical native basket,Noun,,
903,Khoh,to skin,Verb,,
904,Khoh,to peel,Verb,,
905,Khohluh,big and round,Adjective,,
906,Khohruhram,rugged,Adjective,,
907,Khohruhram,full of stones,Adjective,,
908,Khohshain,to come off through rubbing,Verb,,
909,Khohsiew,knee,Noun,,
910,Khohwah,calf of the leg,Noun,,
911,Khoi,parched rice mixed with molasses,Noun,,
912,Khoi-khoi,easily provoked,Adjective,,
913,Khoit,wholly,Adverb,,
914,Khoit,entirely,Adverb,,
915,Khoit,cartilage,Noun,,
916,Khoitkait,inner part of the banana tree used for curry,Noun,,
917,Khor,hard (of a mixture),Adjective,,
918,Khor,strong (of a mixture),Adjective,,
919,Khor,silk,Noun,Assamese silk,
920,Khorsha,expenditure,Noun,,
921,Khorsha,cost of a lawsuit,Noun,,
922,Khot,to call,Verb,,
923,Khot,to admit,Verb,,
924,Khot,to accept as a lodger,Verb,,
925,Khot,to accept as a husband,Verb,,
926,Khra,pitcher; earthen water vessel,Noun,,
927,Khrai,to cut across; to sever,Verb,,
928,Khrai,many and small,Adverb,Used with rit,
929,Khrai khlieh,to behead,Verb,,
930,Khram,with a crash; violently,Adverb,,
931,Khran,completely; thoroughly,Adverb,Used of full recovery,
932,Khraw,great; big; large,Adjective,,
933,Khraw,proudly; arrogantly,Adverb,,
934,Khraw-batri,the great; nobles,Noun,,
935,Khreh,to prepare,Verb,,
936,Khreh,to be ready,Verb,,
937,Khrei,evil spirit,Noun,Usually in u ksuid-u khrei,
938,Khrew,sickly,Adjective,,
939,Khrew,to be in a chronic state of illness,Verb,,
940,Khria-khria,many and small,Adverb,Used with rit,
941,Khriang,rapid; shallow current,Noun,,
942,Khrit,to become narrow,Verb,,
943,Khring,to wind round,Verb,,
944,Khring,to twist,Verb,,
945,Khring,to coil,Verb,,
946,Khring-khring,windingly,Adverb,,
947,Khrip,to squeeze together,Verb,,
948,Khrip,to compress,Verb,,
949,Khrih,to scratch,Verb,,
950,Khrih,to scrape,Verb,,
951,Khroh,basket for carrying loads,Noun,,
952,Khroh,to gather together,Verb,,
953,Khrong,to collect,Verb,,
954,Khrung,chest; box,Noun,,
955,Khrut,to pull out,Verb,,
956,Khrut,to uproot,Verb,,
957,Khrut,to extract,Verb,,
958,Khow,to invite,Verb,,
959,Khow-ai,to invite to eat,Verb,,
960,Khow-bam,invitation to a feast,Noun,,
961,Khow-briew,to summon people,Verb,,
962,Khow-iarap,to call for help,Verb,,
963,Khow-kur,to summon members of a clan,Verb,,
964,Khow-shnong,to call together the inhabitants of a village,Verb,,
965,Khraw,large; great,Adjective,,
966,Khraw,noble; eminent,Adjective,,
967,Khraw-batri,nobleman; person of high rank,Noun,,
968,Khreh,to prepare,Verb,,
969,Khreh,to make ready,Verb,,
970,Khreh,to arrange beforehand,Verb,,
971,Khri,thorn,Noun,,
972,Khriat,fever,Noun,,
973,Khriat,hot,Adjective,,
974,Khring,to bind tightly,Verb,,
975,Khring,to tie firmly,Verb,,
976,Khrit,to cut off,Verb,,
977,Khrong,tax,Noun,,
978,Khrong,toll,Noun,,
979,Khrong,to levy tax,Verb,,
980,Khrui,stream,Noun,,
981,Khrum,to gather together,Verb,,
982,Khrung,box,Noun,,
983,Khrung,chest,Noun,,
984,Khrung-ksiar,treasure chest,Noun,,
985,Khrung-tyngka,money chest,Noun,,
986,Khublei,blessing,Noun,,
987,Khublei,thanks,Noun,,
988,Khublei,greeting; thank you,Interjection,,
989,Khuid,clean,Adjective,,
990,Khuid,pure,Adjective,,
991,Khuid,holy,Adjective,,
992,Khuid,to cleanse,Verb,,
993,Khulom,complete destruction,Noun,,
994,Khun,child,Noun,,
995,Khun kynthei,daughter,Noun,,
996,Khun shynrang,son,Noun,,
997,Khunlung,infant,Noun,,
998,Khuslai,anxiety,Noun,,
999,Khuslai,anxious,Adjective,,
1000,Khuslai,to worry,Verb,,
1001,Khubor,news,Noun,,
1002,Khubor,tidings,Noun,,
1003,Khuk,suddenly,Adverb,,
1004,Khud,to scrape off with a sharp instrument,Verb,,
1005,Khung,cross-beam in a house,Noun,,
1006,Khung,to wrap up in a cloth,Verb,,
1007,Khung,to tie up in a cloth,Verb,,
1008,Khur,to collect,Verb,,
1009,Khur,to gather,Verb,,
1010,Khur,to reap,Verb,,
1011,Khur-khur,repeatedly,Adverb,,
1012,Khuslai,anxiety,Noun,,
1013,Khuslai,anxious,Adjective,,
